,codigo,titulo,sinopse,diretor,ano,tema,plays
1788,1962,Dona Hertha,"Hertha Spier é uma sobrevivente do Holocausto que vive em Porto Alegre. Hoje, com 93 anos, depois de passar pelos campos de concentração nazistas, ela refez sua vida e recuperou-se do sofrimento de perder familiares e amigos durante a 2ª Guerra Mundial, construindo uma nova família.",Luí,Brasil,0,18706
1789,1963,À Luz de Schwanke ,"A linha de investigação desse documentário é a luz em variados aspectos na obra do catarinense Luiz Henrique Schwanke (1951–1992), artista contemporâneo de grande expressividade na Geração 80. O facho de luz deixado por Schwanke parte de seu deslumbre frente ao Renascimento até o brilho intenso e difuso da Pós-Modernidade pelos fios da Pop Art, arte conceitual e Novo Realismo. ",-,2008,"arte, biografia ",83006
1790,1964,Parabéns pra vc,É o dia do aniversário de Isabela. Ela planeja ter um dia legal com suas amigas e com sua família.,-,2011,,50653
1791,1965,Leron mede os espaços,"Leron é ajudante numa oficina de calhas e as instala nos telhados de uma cidade do interior. Quando Leron é impossibilitado de trabalhar por um acidente, tem que conviver com os impedimentos de seus planos futuros.",Daniel Ifanger,2011,"desemprego, marasmo, tédio",95942
1792,1966,Garota Explosiva,"Thiago está apaixonado pela menina que todas as noites aparece em seus sonhos. Obcecado pelo desejo de encontrá-la, o garoto não consegue mais dormir.",-,2012,,68821
1793,1967,Surf Surf,"Bruna quer ficar com André, antes que ele viaje para a praia. Depois de encontrá-lo, a jovem passa o resto do dia com o melhor amigo Jota.",Wellington Sari,2012,,51861
1794,1968,"Meio-dia, Isabela",E se esses forem os melhores dias de nossas vidas?,-,2011,,90076
1795,1969,O Fim do Recreio,"No Congresso Nacional, um projeto de lei pretende acabar com o recreio escolar. Ao mesmo tempo, em uma escola municipal de Curitiba, um grupo de crianças pode mudar toda essa história. Recheado de vibrantes brincadeiras infantis, “O Fim do Recreio” é um curta-metragem para todos os públicos, que bota a boca no trombone e avisa: cobra parada não engole sapo!",-,2012,Recreio,10620
1796,1970,Pequenos,"Férias de verão e o menino Lucas se diverte com seus amigos no bairro onde moram. Cada dia que passa, ele se aproxima mais de Ana.",-,2012,,27604
1797,1971,Coloridos,"É domingo. Sol, roupas brilhantes, cabelos esquisitos, óculos coloridos. Um grupo de jovens se reúne para debater o lugar que ocupam na sociedade.",Christopher Faust e Evandro Scorsin,2011,,28414
1798,1978,Palavra Roubada,"Uma maleta roubada, uma dupla de desocupados, um velho. Uma surpresa que revela um amor do passado e traz para o presente sentimentos escondidos.",Mirela Kruel,2009,Amor através dos tempos,91495
1799,1979,O MORRO DA GUERRA ETERNA ,"O Morro da Guerra Eterna é um filme para toda a família, realizado com a técnica stop-motion. O curta-metragem busca inspiração em uma antiga lenda inglesa para narrar esta estranha fábula natalina.",-,2011,PACIFISMO – DIREITOS HUMANOS – GUERRA – FANTASMAS,37821
1800,1980,OXUMARÊ,"Uma fantástica jornada de um homem mergulhado numa profunda incerteza, tempo e consciência estão em pleno conflito. Tomado pela ansiedade que o atormenta, ele é projetado a um universo abstrato e imaginário, onde inconscientemente será guiado.",-,2010,"Introspecção, Reflexão",43407
1801,1981,O Casamento de Mário e Fia,"O CASAMENTO DE MÁRIO E FIA é um curta-metragem sobre a capacidade que o ser humano tem de amar e também de ser cruel. O filme conta a história de amor de dois ‘doidinhos' de uma cidade do interior, interrompida pela crueldade de uma sociedade provinciana.",Paulo Halm,2012,AMOR,66088
1802,1982,ANACHRONIQUE,"Anachronique conta de maneira ‘nonsense’, o quase encontro não realizado de dois tímidos enamorados. Ela, uma vendedora de uma floricultura sem clientes, parada no tempo, e ele um casual cliente, que não sabemos como, aparece na floricultura. Dá-se um diálogo quase absurdo, que nos faz perceber influencias de Beckett no texto de Vera Karam, mas com uma fortíssima e bem humorada componente brasileira, o que dá o tempero necessário para um contexto absurdo brasileiro. ",-,2011,,95452
1803,1983,Memórias Externas de uma Mulher Serrilhada,Fragmentos digitais da intimidade de Josi.,Eduardo Kishimoto,2011,"Internet, aparelhos digitais, pornografia caseira, exposição não-consentida",97521
1804,1984,"Uma, Duas Semanas",O monótono cotidiano de um aposentado sofre abalos irreparáveis com a inesperada visita de seu filho.Quanto tempo ele pretende ficar?Ou há quanto tempo ele já está lá?,-,2012,"relacionamento, familia, solidão, velhice, memória",7161
1805,1985,"UM POUCO MAIS, UM POUCO MENOS",CIDADE: REUNIÃO DE HUMANOS PARA SATISFAÇÃO DE DESEJOS.EFEITOS COLATERAIS: PROPAGAÇÃO DE FALHAS.,-,2003,SAO PAULO,37697
1806,1986,As aventuras de Seu Euclides: Chegança,"Seu Euclides está pescando com Dourada, sua cachorrinha vira lata, num riacho perto de casa.  Até que pesca um tambaqui que fala ter vindo da Amazônia. A cachorrinha não acredita nisso, mas seu Euclides conta a  história de sua bisavó de um antigo Reino chamado Mauritânia, que invadiu Portugal por vários séculos, mostrando que nossas origens podem ser de variadas culturas e de lugares distantes.",-,2010,Folclore e cultura popular,20015
1807,1987,Um animal menor ,"Paula acorda. Não sabe onde está, não sabe como foi parar lá. A pouca luz que há, vem do céu recortado por uma moldura circular. Paula está dentro de um buraco, um poço alto demais para que consiga escalar. E que se torna fundo demais quando aparece José; um menino de aproximadamente 10 anos. A cumplicidade torna-se disputa de poder. Do lado de dentro do poço, uma mulher fragilizada pela situação; do lado de fora, um menino que se tornou um obstáculo a sua liberdade.",-,2010,,22810
1808,1988,Volto logo,Um noivo caminhando numa estrada deserta em busca de gasolina. Uma noiva aguardando o retorno do seu marido. As dúvidas surgem no interior dos jovens personagens que acabaram de se casar. Como será a vida daqui pra frente?,-,2010,,61902
1809,1989,Melhor que aqui,"Pedro vai na casa de Miyuki. Duas pessoas muito diferentes, que praticamente não se conhecem. Aos poucos, o diálogo revela algum tipo de identificação.",-,2010,,32998
1810,1990,O INCRIVEL SENHOR BLOIS,"Um filme sobre o artista plástico miniatuyrista Oscar Blois que, entre seus trabalhos, faz pinturas em alfinetes e insetos, maquetes dentro de lâmpadas e garrafas. Em seu universo pessoal, entre a fantasia e a realidade, inclui contatos com extraterrestres - com quem aprendeu a Trionogia, um cálculo matemático que ele utiliza em jogo de adivinhação usando pedras de dominó",Nuno Cesar Abreu,1984,,45501
1811,1991,O caminho do confete,CONFETE se desloca com os corpos através do tempo suspenso nas cores e sons do carnaval. O filme percorre o caminho do confete desde a fabrica até o chão das ruas do Rio de Janeiro na quarta-feira de cinzas.,Jo Serfaty e Mariana kaufman,2012,Ciclo do trabalho a celebração nas ruas do carnaval.,27102
1812,1992,32x78 - A RESPEITO DO MOVIMENTO CONSTITUCIONALISTA DE 1932,"Narraçlão sobre o Movimento Constitucionalista de 1932, baseado em entrevistas em som direto, filmes e fotos de época e trechos de uma peça de teatro. À luz da memória, da crítica e do espetáculo, o filme procura perceber os vários níveis de signicação e o papel deste evento na história paulista e no processo mais amplo de transformações da sociedade brasielira.",Nuno Cesar Abreu,1978,,24796
1813,1993,A BODEGA DO VÉIO,"Barracas, mercearias, bodegas, vendinhas , o lugar que você sempre acha aquilo que precisa,  a bodega do Véio é fundamental, e Véio, personagem querido     de Olinda. Tem  uma multidão de coisas, mercadorias, comidinhas , e conversar com o Veio é uma lição de otimismo e simpatia.",-,2008,,39183
1814,1994,JOIAS,"Edmilson Menezes desvenda o mistério das suas criações e inspirações através de um passeio no âmago do seu atelier de jóias exotéricas. Combinando matérias, manipulando pedras, polindo madrepérolas, fundindo metais- o fogo poderoso, para uma criação vigorosa.                                                                                        ",-,2008,,63844
1815,1995,ALAINDÊ XIRÊ ,"Este vídeo um encontro muito importante para  a religião afro brasileira - O ALAIANDÊ XIRÊ, que é uma reunião de vários terreiros do Brasil que se encontram para trocar informações sobre os toques, as línguas faladas nos terreiros, os rituais. Embora este encontro seja na Bahia, no Opo Afonjá, temos como representante de Pernambuco o Babalorixá Manoel Papai  que nos fala sobre o ALAIANDÊ XIRÊ e os Ogãs do Sitio do Pai Adão.",-,2008,,44421
1816,1996,PALAVRA ÚMIDA ,"Palavra Úmida mostra o espetáculo, de mesmo nome, do grupo de dança Companhia dos Homens. É um espetáculo ousado e lúdico, com uma coreografia desenvolvida embaixo d’água, onde dançar não é só dançar: são momentos, movimentos, harmonia, sincronismo, companhia, inter-Relação, luz.É a arte do corpo interagindo com a musica e com o espaço, no universo da ousadia e da criatividade, onde o palco é uma piscina. Claudia São Bento, diretora e coreografa do grupo, nos conta sobre os prazeres e as dificuldades em realiza",-,2008,,99411
1817,1997,PATMOS,"Patmos é um curta de animação inspirado no filme “O Sétimo Selo”,de Ingmar Bergman. A ação ocorre no Brasil, no futuro ano de 2097. O filme é uma alegoria lírica que critica a fé em Deus e o modo de vida capitalista imposto pela economia globalizada. Produzido em preto e branco e cor, o filme utiliza uma técnica mista experimental de animação tradicional com cenários digitais 3D, com uma forte influência expressionista.",-,2005,,10587
1818,1998,A Armada - o outro lado do descobrimento,"Filme de animação inspirado na carta de Pero Vaz de Caminha e Os Lusíadas de Camões. Narra a viagem do descobrimento do Brasil, onde os Deuses do Olimpo são representados pelos Orixás do Candomblé.",-,2007,História e cultura brasileira,33792
1819,1999,"A MENINA, O ESPANTALHO E O CURUPIRA","O filme conta a história de uma menina de seis anos de idade que procura pelo amigo Espantalho desaparecido por um encantamento do Curupira. O eixo central do filme é a visitação de uma menina mestiça pobre do campo ao universo pictórico de Portinari através de uma fantástica aventura envolvendo o folclore do Curupira e o Espantalho da obra de Portinari, numa história que relaciona a vida rural, a escola, a arte e o imaginário infantil.  Os personagens principais, a Menina e sua mãe, foram inspirados nos quadros de Portinari “A Menina Sentada” e a “Colona”; são duas mestiças, personagens típicos da obra de Portinari e representativos da miscigenação racial do povo brasileiro. Todo filme foi",-,2004,,73848
1820,2000,Estatuto Animado I,Este curta mostra a importância da união entre os jovens em defesa de seus direitos. Oficina F7 de Animação em Uberlândia/MG (2006).,-,2006,"família, criança de rua, direitos humanos, direitos da criança e do adolescente, eca, estatuto da criança e do adolescente",18631
1821,2001,CHÃO BATIDO,Reflexão poética sobre a vida e a obra de inspiração sertaneja do pintor Almeida Junior. Ao trabalho de filmagem alternam-se as telas do pintor - verdadeira iconografia da vida do homem da zona rural do sudeste no fim do século XIX,Nuno Cesar Abreu,1980,,98578
1822,2002,ENCONTRO COM ADONIRAN,"Crônica biográfica sobre o ator e compoositor popular Adoniran Barbosa narrada por ele mesmo. Cenas do cotidiano doméstico, trechos de filmes e shows são vistos durante uma viagem de casa ao bar onde canta com os amigos.",Nuno Cesar Abreu,1980,,16429
1823,2003,MAD-MORÉ,"Um filme sobre vidas humanas, tecnolgia e dólares no caminho de Eldorado. Impressões sobre a vida, paixão e morte da Estrada de Ferro Madeira-Mamoré. A bitola etreita do trabalho para a expansão épica do capital. Para tanto se utilliza de um acervo de fotos da época, entevistas e narração poética.",-,1982,,38961
1824,2004,O HOMEM DA ÁRVORE,"EX-PRESIDIÁRIO E EVANGÉLICO, MÁRIO INSTALOU SUA MORADIA NO ALTO DE UMA ÁRVORE EM BRASÍLIA, DE ONDE SE AVISTAM O PALÁCIO DO PLANALTO E VÁRIOS MINISTÉRIOS. ALI, ELE BUSCA PROVAR SUA INOCÊNCIA ENQUANTO SOBREVIVE CATANDO LATINHAS NOS LIXOS DAS EMBAIXADAS.",-,2007,,38505
1825,2005,"um, dois, três, vulcão","Jovem engenheiro, Cristóvão conhece Joana, uma técnica de impressão de imagens. Juntos eles caminham por seus espaços, tentando dividir experiências e testando limites. Mas o desespero ronda, silencioso.",Miguel Ramos,2012,,33866
1826,2006,Peixe Vermelho,uma misteriosa sequencia de eventos leva uma mulher para território desconhecido.,-,2009,"relacionamento, psicologia, realidade x imaginação, mundo interior x mundo exterior, consciente x inconsciente.",35797
1827,2007,"Capital, SP","Dois irmãos gêmeos de vidas opostas vagam por São Paulo.Zé vem do interior, Mané corre desesperadamente de um matador.. Encontram-se casualmente num final inesperado. ",-,2011,,35296
1828,2008,Turma da Vida,"Uma turma de estudantes da Escola da Vida, com idade em torno de 10 anos, acolhem uma nova colega deficiente auditiva e preparam-lhe uma festa. Um dos colegas resolve beber cerveja, sai para andar de skate e se machuca gravemente. Vai parar no hospital, quando recebe a visita dos colegas que o convidam para estudar na Escola da Vida.",-,2011,,18507
1829,2013,"Batuta, o ratinho aventureiro",,"Alex Teix, Ricardo Gelain e Rosario Boyer",2010,,71172
1830,2032,Lápis,,-,2012,,40095
1831,2033,"Luz, camêra e animação",,-,2011,,10800
1832,2034,Malu maluca,,-,2011,,77196
1833,2035,"Meu amigo, meu avô",,-,2011,,20452
1834,2036,Mr. Burguer,,-,2011,,62288
1835,2037,O que acontece na sala do diretor?,,-,2011,,63016
